Buy,BNB,2.223044
Buy,DOT,2.489753
Buy,UNI,5.230182
Buy,ICP,2.694431
Buy,LINK,2.407261
Buy,MKR,2.250498
Buy,CAKE,2.234496
Buy,ALGO,2.539678
Buy,XTZ,2.613469
Buy,ATOM,2.696603
Buy,LUNA,2.278864
Buy,RUNE,4.603332
Buy,HBAR,2.270369
Buy,DCR,2.060241
Buy,DASH,2.555408
Buy,EGLD,4.114816
Buy,YFI,2.946226
Buy,BTG,5.400797
